3-Oct-2023 Prizmatix LED-UHP-TFF Normalized Spectral Data 
https://www.prizmatix.com/FC/Fiber-Coupled-LED-Broadband.aspx?NETID=231

[nm],[a.u.]
598,0.9308839711835339
598.5,0.933485349174295
599,0.9347476059787563
599.5,0.9354208633378719
600,0.9367842933316923
600.5,0.9388092324386644
601,0.9401382900009663
601.5,0.9400449671876859
602,0.9426002090655716
602.5,0.9435174208253704
603,0.9460558840972154
603.5,0.9464610319111978
604,0.9470516118990807
604.5,0.950682063073725
605,0.9523882295341923
605.5,0.9566475189236839
606,0.9577283054766172
606.5,0.9591479373222402
607,0.9611425109679768
607.5,0.9623132298352316
608,0.9640820172100071
608.5,0.9673063780117036
609,0.9669865773915393
609.5,0.9677633610971155
610,0.9682685397878543
610.5,0.9710489924387982
611,0.9746003284133544
611.5,0.9768601853672525
612,0.9785208883399735
612.5,0.9800572734444435
613,0.9799458540922695
613.5,0.9807793087398721
614,0.9808199381691702
614.5,0.9818852346284226
615,0.9834635240843519
615.5,0.9845446828603037
616,0.9861242707710258
616.5,0.985968817928101
617,0.9867321246891616
617.5,0.9876296322614937
618,0.988770985064416
618.5,0.9889735297960744
619,0.9869518170823252
619.5,0.9849784025998958
620,0.9870435198739789
620.5,0.9877555491526588
621,0.9895634548604462
621.5,0.9902843153009653
622,0.9895212658906997
622.5,0.9888718708055177
623,0.989
623.5,0.9890048596323175
624,0.9890428755530059
624.5,0.9882838785536101
625,0.9871227080863206
625.5,0.9874480098401197
626,0.9883807030653677
626.5,0.98725685353443
627,0.9846276573886342
627.5,0.9839774779670362
628,0.982133054479483
628.5,0.9831608953119214
629,0.9804947686510351
629.5,0.9791233275824611
630,0.980062676263776
630.5,0.9781291605983097
631,0.9747201291755091
631.5,0.9741722902162672
632,0.97150849572888
632.5,0.9714582685240395
633,0.9686157031580931
633.5,0.9643374841124004
634,0.9620394736574897
634.5,0.960949562700388
635,0.9620118582695971
635.5,0.9620913128440061
636,0.9614838121390237
636.5,0.9604339119635356
637,0.9563059824473293
637.5,0.9510705838623019
638,0.9479203240842626
638.5,0.9458491996474979
639,0.9462163397883296
639.5,0.9411029158889689
640,0.9392096858963589
640.5,0.9379024962966824
641,0.9368771040328047
641.5,0.9343914447661094
642,0.9288491981569144
642.5,0.9258545009101093
643,0.9244394028096313
643.5,0.9211719485123951
644,0.9182898864217729
644.5,0.9149948579547356
645,0.9118541222153953
645.5,0.9084351585022648
646,0.9032249772192806
646.5,0.9002229059483322
647,0.89432567180332
647.5,0.8902520205443831
648,0.8865442201876375
648.5,0.8843112777621834
649,0.8807675556696927
649.5,0.8747470062547514
650,0.8728312929247132
650.5,0.8722762894375309
651,0.8693043276141704
651.5,0.8650182691903937
652,0.8602840050441177
652.5,0.8562123259957478
653,0.8523875632893301
653.5,0.8480909892064813
654,0.8449402921106829
654.5,0.8418078317568392
655,0.8375250272833502
655.5,0.834123081721406
656,0.8284058438327478
656.5,0.8212487398772872
657,0.8142806981107134
657.5,0.8057860065394287
658,0.8004865857969344
658.5,0.7920953139800027
659,0.7853440979966673
659.5,0.7790382881141167
660,0.7733763958490143
660.5,0.7669628346404203
661,0.7587805767613205
661.5,0.7524191737931265
662,0.7485778227257772
662.5,0.744833726790808
663,0.7376319115736427
663.5,0.7296033936144755
664,0.7226291178587475
664.5,0.7171274184589944
665,0.7126920607006506
665.5,0.7067931746918403
666,0.7014105183773025
666.5,0.6927375411417672
667,0.6864459797858462
667.5,0.6797835566755519
668,0.6739764998439544
668.5,0.6702904967320695
669,0.6652009397816049
669.5,0.6621596086624347
670,0.6553724570231504
670.5,0.6515491384814341
671,0.6461885764578112
671.5,0.6401050036649032
672,0.6342446542044249
672.5,0.6283601869302229
673,0.6243733961306536
673.5,0.620497512647466
674,0.6142420580145878
674.5,0.6055093546103189
675,0.5971040793372129
675.5,0.5915217402040769
676,0.58677670103926
676.5,0.5798607021695625
677,0.5723427367671685
677.5,0.5676305465335068
678,0.5632271166018232
678.5,0.5601253330150244
679,0.5535239471250439
679.5,0.5454645771054003
680,0.5399885286072826
680.5,0.5358685551961888
681,0.5317517155788174
681.5,0.5278224850819173
682,0.5229317970624738
682.5,0.5170180588437908
683,0.5097771564558101
683.5,0.5032440343182606
684,0.49774565474478477
684.5,0.49171274202911647
685,0.48688254090045585
685.5,0.4810825672548116
686,0.4764946865239189
686.5,0.4720818822474141
687,0.4678250578553159
687.5,0.46196773265961466
688,0.4546200311332443
688.5,0.4488023551136101
689,0.44405438397672486
689.5,0.4416407804806088
690,0.4384858173442276
690.5,0.4345978730238839
691,0.42819448749351724
691.5,0.4213677497596456
692,0.41592050659559165
692.5,0.41005739564891436
693,0.4062123736417812
693.5,0.4002434921062232
694,0.39634399895820344
694.5,0.39213598643875053
695,0.38826173101586003
695.5,0.383591170052483
696,0.37687577909428316
696.5,0.37111922056623436
697,0.36724836324427806
697.5,0.36292944035904506
698,0.3602014506745851
698.5,0.3565076412130321
699,0.3511478665095631
699.5,0.3458354495012821
700,0.34170346897597026
700.5,0.3385180667799032
701,0.3361825625323181
701.5,0.3339930018473061
702,0.3292772293899506
702.5,0.3236689938575632
703,0.3180434514109461
703.5,0.31291855228256293
704,0.30852744208958616
704.5,0.30447756758911687
705,0.30223014870004594
705.5,0.2989549512841844
706,0.2955479655102832
706.5,0.2913180889204363
707,0.2863264166031886
707.5,0.2830927136565158
708,0.28076451294663674
708.5,0.2751803232657228
709,0.27032264755277624
709.5,0.26679394870099227
710,0.26375483644352304
710.5,0.26289224731078525
711,0.2594247739424887
711.5,0.25463214423972075
712,0.2515684989498706
712.5,0.24629950172168177
713,0.243175371903943
713.5,0.24141849043219807
714,0.23957205416047433
714.5,0.23898190220513493
715,0.23549402455137688
715.5,0.23014909570807765
716,0.22682860655495796
716.5,0.22340356627659122
717,0.22018951013019394
717.5,0.21668220987558878
718,0.2147156135136888
718.5,0.21251491784233456
719,0.2090642417171208
719.5,0.20572795289649587
720,0.20283528278997973
720.5,0.19955023204950928
721,0.198094105213298
721.5,0.19379083459475457
722,0.1917803428718525
722.5,0.18874020995145138
723,0.18551254656000882
723.5,0.18232005586206354
724,0.17908129035081938
724.5,0.17773356989573946
725,0.17700306018453715
725.5,0.17635383031669968
726,0.17391287951545273
726.5,0.17188535320149972
727,0.16970467528053584
727.5,0.16633966618730125
728,0.1628773234295829
728.5,0.16035283067896616
729,0.15794046745305262
729.5,0.15721807720782513
730,0.1555141677171275
730.5,0.1545905553137673
731,0.15276993671953426
731.5,0.14936474616963674
732,0.14549615723104828
732.5,0.14233844587261343
733,0.14086547978078542
733.5,0.13926043163005994
734,0.13755306401663
734.5,0.13589810672442448
735,0.13314077490285467
735.5,0.13191026117488427
736,0.13121757840149526
736.5,0.12839697065903685
737,0.12672447933042458
737.5,0.1241463455155537
738,0.12424824212748563
738.5,0.12199473158960775
739,0.12076631658312463
739.5,0.11750075324923515
740,0.11494294851727642
740.5,0.11529868728960505
741,0.11174107105183839
741.5,0.11204158023035814
742,0.11036467613436614
742.5,0.1094161994031037
743,0.1079381977913767
743.5,0.10601239195385476
744,0.10424416459702468
744.5,0.10199690403234098
745,0.09987361224549728
745.5,0.10099997165436153
746,0.10026887682787865
746.5,0.09876661531154496
747,0.09641337503948008
747.5,0.09269191805056486
748,0.09026773090569938
748.5,0.08927142552943507
749,0.08797164660497325
749.5,0.08899742285467659
750,0.08812713816288184
750.5,0.08749008601828485
751,0.08511733205762702
751.5,0.0828243458319592
752,0.08077757073096102
752.5,0.08011878573057685
753,0.08097915998475916
753.5,0.07979763744248912
754,0.07814125289929418
754.5,0.07548890593177002
755,0.07462767058196483
755.5,0.07145936678898641
756,0.06965802765046548
756.5,0.06940989715851426
757,0.06963533957558805
757.5,0.0721675475269918
758,0.07096800864898634
758.5,0.06941400179108262
759,0.06681197440186343
759.5,0.06446735511745924
760,0.0636792531600954
760.5,0.06459124514451221
761,0.06460846171216475
761.5,0.06266462315281032
762,0.0618441538829119
762.5,0.06014730384654935
763,0.05922563690040285
763.5,0.058489001698113635
764,0.05672718609677406
764.5,0.05566379387111572
765,0.056342947140030485
765.5,0.057230835171150324
766,0.05671459692879737
766.5,0.054018610643816155
767,0.0513020010744739
767.5,0.05063987135393889
768,0.05203913905876504
768.5,0.054375126999933604
769,0.0551114949266966
769.5,0.05319416055010184
770,0.050208318443712006
770.5,0.04787444649255647
771,0.04798946975826158
771.5,0.048
772,0.04825946623142048
772.5,0.04694954436947849
773,0.04530168595833649
773.5,0.04486943109708033
774,0.04496377152993896
774.5,0.045134008209038484
775,0.04600617262339444
775.5,0.0432613872716878
776,0.043904534332996605
776.5,0.042895328267740146
777,0.04137896175619845
777.5,0.040731680992581336
778,0.038960923046616205
778.5,0.03691758868139953
779,0.037877182781644564
779.5,0.035107460267982823
780,0.0359829066527206
780.5,0.034220938150653704
781,0.035883511775939445
781.5,0.036284110417857694
782,0.03539166417170147
782.5,0.03521860914174313
783,0.031582526081037565
783.5,0.03093713014170002
784,0.027217683325662972
784.5,0.02833952695185118
785,0.02967480813387008
785.5,0.03053126105635014
786,0.03145931349506594
786.5,0.03244020014345961
787,0.0332309584256547
787.5,0.032689944165261206
788,0.029148269293848495
788.5,0.027111229265028923
789,0.02779036482662244
789.5,0.02744533319388494
790,0.02689167116378706
790.5,0.02674965824071206
791,0.02805755911665446
791.5,0.029535024620729874
792,0.02480398013556308
792.5,0.025032878044557873
793,0.02395508682324517
793.5,0.0256335649368038
794,0.024608487490650005
794.5,0.025291089803178703
795,0.026965831697455415
795.5,0.026353716652476194
796,0.026333339803513572
796.5,0.02094698692512689
797,0.02298659480072933
797.5,0.020433624211461766
798,0.021170952122089665
798.5,0.022192844825321734
799,0.022
799.5,0.02193121618415923
800,0
800.5,0
801,0
801.5,0
802,0
802.5,0
803,0
803.5,0
804,0
804.5,0
805,0
805.5,0
806,0
806.5,0
807,0
807.5,0
808,0
808.5,0
809,0
809.5,0
810,0
810.5,0
811,0
811.5,0
812,0
812.5,0
813,0
813.5,0
814,0
814.5,0
815,0
815.5,0
816,0
816.5,0
817,0
817.5,0
818,0
818.5,0
819,0
819.5,0
820,0
820.5,0
821,0
821.5,0
822,0
822.5,0
823,0
823.5,0
824,0
824.5,0
825,0
825.5,0
826,0
826.5,0
827,0
827.5,0
828,0
828.5,0
829,0
829.5,0
830,0
830.5,0
831,0
831.5,0
832,0
832.5,0
833,0
833.5,0
834,0
834.5,0
835,0
835.5,0
836,0
836.5,0
837,0
837.5,0
838,0
838.5,0
839,0
839.5,0
840,0
840.5,0
841,0
841.5,0
842,0
842.5,0
843,0
843.5,0
844,0
844.5,0
845,0
845.5,0
846,0
846.5,0
847,0
847.5,0
848,0
848.5,0
849,0
849.5,0
850,0
850.5,0
851,0
851.5,0
852,0
852.5,0
853,0
853.5,0
854,0
854.5,0
855,0
855.5,0
856,0
856.5,0
857,0
857.5,0
858,0
858.5,0
859,0
859.5,0
860,0
860.5,0
861,0
861.5,0
862,0
862.5,0
863,0
863.5,0
864,0
864.5,0
865,0
865.5,0
866,0
866.5,0
867,0
867.5,0
868,0
868.5,0
869,0
869.5,0
870,0
870.5,0
871,0
871.5,0
872,0
872.5,0
873,0
873.5,0
874,0
874.5,0
875,0
875.5,0
876,0
876.5,0
877,0
877.5,0
878,0
878.5,0
879,0
879.5,0
880,0
880.5,0
881,0
881.5,0
882,0
882.5,0
883,0
883.5,0
884,0
884.5,0
885,0
885.5,0
886,0
886.5,0
887,0
887.5,0
888,0
888.5,0
889,0
889.5,0
890,0
890.5,0
891,0
891.5,0
892,0
892.5,0
893,0
893.5,0
894,0
894.5,0
895,0
895.5,0
896,0
896.5,0
897,0
897.5,0
898,0
898.5,0
899,0
899.5,0
900,0
900.5,0
901,0
901.5,0
902,0
902.5,0
903,0
903.5,0
904,0
904.5,0
905,0
905.5,0
906,0
906.5,0
907,0
907.5,0
908,0
908.5,0
909,0
909.5,0
910,0
910.5,0
911,0
911.5,0
912,0
912.5,0
913,0
913.5,0
914,0
914.5,0
915,0
915.5,0
916,0
916.5,0
917,0
917.5,0
918,0
918.5,0
919,0
919.5,0
920,0
920.5,0
921,0
921.5,0
922,0
922.5,0
923,0
923.5,0
924,0
924.5,0
925,0
925.5,0
926,0
926.5,0
927,0
927.5,0
928,0
928.5,0
929,0
929.5,0
930,0
930.5,0
931,0
931.5,0
932,0
932.5,0
933,0
933.5,0
934,0
934.5,0
935,0
935.5,0
936,0
936.5,0
937,0
937.5,0
938,0
938.5,0
939,0
939.5,0
940,0
940.5,0
941,0
941.5,0
942,0
942.5,0
943,0
943.5,0
944,0
944.5,0
945,0
945.5,0
946,0
946.5,0
947,0
947.5,0
948,0
948.5,0
949,0
949.5,0
950,0
950.5,0
951,0
951.5,0
952,0
952.5,0
953,0
953.5,0
954,0
954.5,0
955,0
955.5,0
956,0
956.5,0
957,0
957.5,0
958,0
958.5,0
959,0
959.5,0
960,0
960.5,0
961,0
961.5,0
962,0
962.5,0
